Date,Open,High,Low,Close,Volume,,,,,,,,
01-Nov-23,566.25,569.65,563.85,566.4,"1,35,75,575",,,,,,,,
02-Nov-23,571.1,575.45,567.6,572.1,"1,11,48,516",,,,,,,,
03-Nov-23,576,579.5,573.45,578.15,"1,13,71,371",,,,,,,,
06-Nov-23,582,582.5,573.25,574.35,"1,64,99,138",,,,,,,,
07-Nov-23,574.8,581.2,572.6,579.75,"1,79,23,281",,,,,,,,
08-Nov-23,581.9,582.6,579,580.3,"1,54,34,808",,,,,,,,
09-Nov-23,581,581.85,576.5,578.35,"1,24,34,363",,,,,,,,
10-Nov-23,577.8,581,575.4,579.5,"67,73,038",,,,,,,,
12-Nov-23,584.75,584.75,580.1,581.3,"19,47,722",,,,,,,,
13-Nov-23,581,582.5,575.2,581.35,"1,12,82,362",,,,,,,,
15-Nov-23,587.25,588,582.6,584.7,"1,13,97,676",,,,,,,,
16-Nov-23,584.7,588,582.9,584.65,"86,22,660",,,,,,,,
17-Nov-23,574.5,574.5,562.1,563.05,"3,71,73,221",,,,,,,,
20-Nov-23,564,566.8,560.6,563.75,"1,27,14,585",,,,,,,,
21-Nov-23,566,566.65,561,561.5,"1,42,80,013",,,,,,,,
22-Nov-23,562.95,564.5,555.15,558.95,"1,49,09,071",,,,,,,,
23-Nov-23,561.75,563.5,558.3,559.95,"63,76,210",,,,,,,,
24-Nov-23,561.95,562.45,559.25,560.35,"65,29,851",,,,,,,,
28-Nov-23,563.6,565.2,561.1,564.45,"81,53,314",,,,,,,,
29-Nov-23,568,569,565.1,568.6,"1,02,99,034",,,,,,,,
30-Nov-23,569.75,570.2,563.65,564.75,"1,97,58,998",,,,,,,,
01-Dec-23,567,574.2,566.55,571.75,"1,06,14,230",,,,,,,,
04-Dec-23,588,596,584.55,594.7,"2,60,77,882",,,,,,,,
05-Dec-23,595.05,611.3,595.05,608.25,"3,64,30,152",,,,,,,,
06-Dec-23,614,614,604.55,608.45,"2,14,39,069",,,,,,,,
07-Dec-23,610,612.55,605,611.7,"1,07,25,706",,,,,,,,
08-Dec-23,610,616.8,605.35,614.15,"1,77,22,136",,,,,,,,
11-Dec-23,615,619.9,613.1,614.25,"1,17,06,255",,,,,,,,
12-Dec-23,617,617.95,610.8,612.4,"1,44,94,836",,,,,,,,
13-Dec-23,614.45,620.5,611.65,619.85,"1,39,77,914",,,,,,,,
14-Dec-23,626,627.75,622.4,623.65,"1,58,13,797",,,,,,,,
15-Dec-23,628,650,619.85,648.25,"2,98,13,572",,,,,,,,
18-Dec-23,646.65,655.65,642.4,648.5,"1,62,21,796",,,,,,,,
19-Dec-23,648.5,659.6,640.25,655.4,"1,99,64,008",,,,,,,,
20-Dec-23,658.7,660.4,633.95,636.45,"2,25,42,056",,,,,,,,
21-Dec-23,632.15,648.95,627.5,643.75,"1,99,15,516",,,,,,,,
22-Dec-23,644.75,649.4,635.15,636.75,"1,49,98,068",,,,,,,,
26-Dec-23,638.85,641.3,635.65,638.05,"1,01,53,089",,,,,,,,
27-Dec-23,640.75,649.45,639,648.55,"1,44,17,646",,,,,,,,
28-Dec-23,650.25,653.3,646.5,651.4,"1,69,82,092",,,,,,,,
29-Dec-23,645.5,649.6,639.55,642.05,"1,32,21,898",,,,,,,,
01-Jan-24,642.2,646.9,638,641.35,"82,95,548",,,,,,,,
02-Jan-24,641.35,648,633.85,639.45,"1,51,64,482",,,,,,,,
03-Jan-24,639.35,648,635.8,643.45,"1,45,71,772",,,,,,,,
04-Jan-24,642.5,646.4,638.65,642.75,"1,38,83,388",,,,,,,,
05-Jan-24,645,651.75,637.75,641.95,"1,59,84,585",,,,,,,,
08-Jan-24,640,645,625.05,627,"1,47,39,531",,,,,,,,
09-Jan-24,632,634.35,624.5,625.4,"1,34,00,235",,,,,,,,
10-Jan-24,624.8,625.3,618.2,621.75,"1,27,42,464",,,,,,,,
11-Jan-24,626,627.15,618.5,620.2,"1,55,33,860",,,,,,,,
12-Jan-24,623.8,636.5,621.1,633.6,"1,66,20,797",,,,,,,,
15-Jan-24,638.9,645.5,636.1,640.1,"1,68,44,018",,,,,,,,
16-Jan-24,640,644.9,633.45,636.9,"1,50,25,543",,,,,,,,
17-Jan-24,624,636.8,623,626,"3,00,16,308",,,,,,,,
18-Jan-24,625.8,633.45,619.05,628.3,"1,46,95,436",,,,,,,,
19-Jan-24,633,635.5,624.7,627.75,"1,16,75,202",,,,,,,,
20-Jan-24,629,633.8,624.1,631.4,"98,86,760",,,,,,,,
23-Jan-24,627,634.9,600.65,605.1,"3,09,54,343",,,,,,,,
24-Jan-24,609.95,622.35,603.1,618.3,"1,92,21,835",,,,,,,,
25-Jan-24,618.5,623.8,606.25,612.75,"2,26,84,904",,,,,,,,
29-Jan-24,619,629.5,615.6,622.95,"1,95,72,140",,,,,,,,
30-Jan-24,625.45,633.5,624.2,626.75,"1,69,66,577",,,,,,,,
31-Jan-24,626.4,643.2,622,640.5,"2,32,70,745",,,,,,,,
01-Feb-24,642.75,652.95,633.25,647.65,"2,65,87,707",,,,,,,,
02-Feb-24,652,660.55,646.7,649.65,"2,74,71,811",,,,,,,,
05-Feb-24,647.1,654.8,638.75,642.95,"2,83,39,525",,,,,,,,
06-Feb-24,644.45,655,637.7,650.25,"1,40,79,390",,,,,,,,
07-Feb-24,655.05,677.95,655,675.25,"4,16,96,232",,,,,,,,
08-Feb-24,680.4,718.9,678.5,699.55,"7,42,22,434",,,,,,,,
09-Feb-24,703.65,728.35,694.2,725.25,"4,32,35,061",,,,,,,,
12-Feb-24,726,726,704.5,707.9,"2,28,73,137",,,,,,,,
13-Feb-24,708.55,718,702.15,713.45,"2,33,51,472",,,,,,,,
14-Feb-24,705.55,748.5,705.55,743.4,"3,67,82,182",,,,,,,,
15-Feb-24,747.7,764,741.65,761.7,"3,39,41,282",,,,,,,,
16-Feb-24,763.45,774.6,753.35,754.7,"2,73,65,121",,,,,,,,
19-Feb-24,758.7,765,750,759.25,"1,39,79,584",,,,,,,,
20-Feb-24,759.05,763.5,754,760.1,"1,25,28,399",,,,,,,,
21-Feb-24,760.65,777.5,759.6,771.5,"2,14,65,311",,,,,,,,
22-Feb-24,773,773,757,765.9,"1,87,99,244",,,,,,,,
23-Feb-24,765.9,770.5,755,759.05,"1,41,43,636",,,,,,,,
26-Feb-24,755,766.35,752.7,758.9,"1,13,55,186",,,,,,,,
27-Feb-24,758.9,762.35,742.2,749.85,"1,39,69,393",,,,,,,,
28-Feb-24,749.85,756.75,741,742.5,"1,12,63,318",,,,,,,,
29-Feb-24,743.9,753.9,737.15,748.1,"1,92,17,113",,,,,,,,
01-Mar-24,752,772,751.95,769.15,"1,73,48,526",,,,,,,,
02-Mar-24,771.95,777,768.9,773.3,"11,58,960",,,,,,,,
04-Mar-24,774.4,777,769,772.05,"97,89,141",,,,,,,,
05-Mar-24,769.5,786.95,769.1,783.95,"1,80,88,847",,,,,,,,
06-Mar-24,783.65,790.3,772.9,783.9,"2,67,10,525",,,,,,,,
07-Mar-24,790,793.4,783,788.05,"1,54,97,868",,,,,,,,
11-Mar-24,790,792.8,770.55,773.7,"1,67,78,340",,,,,,,,
12-Mar-24,770,777.75,757.35,759.7,"2,15,29,705",,,,,,,,
13-Mar-24,758.65,763.7,743,747.25,"2,79,50,252",,,,,,,,
14-Mar-24,749.9,750.8,734.05,741.05,"1,97,30,882",,,,,,,,
15-Mar-24,739.25,746.55,723,731.9,"2,97,92,241",,,,,,,,
18-Mar-24,727.1,737.9,722.1,730.95,"1,81,45,126",,,,,,,,
19-Mar-24,730,734.35,721.15,723.8,"1,52,05,043",,,,,,,,
20-Mar-24,725.15,738.95,719.8,736.25,"2,54,05,455",,,,,,,,
21-Mar-24,742,750.6,740.55,744.3,"1,51,61,161",,,,,,,,
22-Mar-24,743.85,748.8,741.4,746.7,"1,55,35,921",,,,,,,,
26-Mar-24,743.05,747.85,738.5,740.05,"1,46,78,342",,,,,,,,
27-Mar-24,743,745.85,730.2,733.3,"3,00,88,789",,,,,,,,
28-Mar-24,737.75,759.55,736.9,752.35,"2,17,05,116",,,,,,,,
01-Apr-24,759.05,761.5,752.1,758.3,"99,49,971",,,,,,,,
02-Apr-24,758.2,768.75,753.35,766.4,"1,57,13,063",,,,,,,,
03-Apr-24,764.9,772.6,760.15,771.05,"1,91,36,981",,,,,,,,
04-Apr-24,775,775.3,758.1,759.3,"1,58,89,530",,,,,,,,
05-Apr-24,757.95,767.7,752.6,764.75,"99,39,620",,,,,,,,
08-Apr-24,766.05,770,761.8,768.3,"97,97,174",,,,,,,,
09-Apr-24,768.45,772.45,761.1,764.2,"74,65,892",,,,,,,,
10-Apr-24,766.5,780.7,763.65,779.05,"1,45,30,669",,,,,,,,
12-Apr-24,777.25,779.5,764.8,766.3,"1,44,08,722",,,,,,,,
15-Apr-24,759.8,763.3,748.75,757.5,"1,13,56,572",,,,,,,,
16-Apr-24,751.25,754.9,744.4,751.7,"1,33,38,991",,,,,,,,
18-Apr-24,752.05,759.95,742,744.8,"1,45,89,648",,,,,,,,
19-Apr-24,734.5,752,732.05,750.45,"1,08,86,554",,,,,,,,
22-Apr-24,754.15,769,750.45,766.1,"1,74,52,186",,,,,,,,
23-Apr-24,770.35,777.7,765.55,773,"1,22,92,429",,,,,,,,
24-Apr-24,778.5,778.5,770.2,773.1,"78,42,615",,,,,,,,
25-Apr-24,770.65,814.4,769.65,812.7,"3,67,32,974",,,,,,,,
26-Apr-24,815.9,816.9,798.9,801.3,"1,49,64,358",,,,,,,,
29-Apr-24,807,831.25,798.7,826.5,"2,73,02,732",,,,,,,,
30-Apr-24,826.5,834.85,819.9,826.25,"2,74,49,073",,,,,,,,
02-May-24,826.9,833.9,825,830.05,"1,99,43,724",,,,,,,,
03-May-24,834.8,836.2,820,831.45,"2,26,67,634",,,,,,,,
06-May-24,835,836,803,807.8,"3,52,83,557",,,,,,,,
07-May-24,812,814.65,793.2,801.9,"1,67,25,013",,,,,,,,
08-May-24,802.6,822,799.5,810.8,"2,79,08,322",,,,,,,,
09-May-24,811.9,839.65,803.55,819.8,"4,92,90,254",,,,,,,,
10-May-24,827,832.05,815.6,817.35,"2,05,43,142",,,,,,,,
13-May-24,819.85,819.85,798.6,808.8,"1,53,98,505",,,,,,,,
14-May-24,813,822.4,807.9,818.2,"1,09,12,462",,,,,,,,
15-May-24,821,825.3,818.05,820.3,"97,55,062",,,,,,,,
16-May-24,825.3,826.15,797.35,811.95,"2,05,36,990",,,,,,,,
17-May-24,814.5,822.45,811.2,817.85,"1,24,92,509",,,,,,,,
18-May-24,822,823,819.2,821,"9,60,453",,,,,,,,
21-May-24,821,836.3,819.6,830.65,"1,40,37,801",,,,,,,,
22-May-24,826.55,826.65,813.55,818.75,"1,92,39,277",,,,,,,,
23-May-24,824.7,835.5,822,832.1,"1,74,97,488",,,,,,,,
24-May-24,830,841.25,827,828.6,"1,22,52,075",,,,,,,,
27-May-24,832.6,839.4,823,833.7,"1,22,95,193",,,,,,,,
28-May-24,835.7,840.7,823.3,831.15,"1,38,18,893",,,,,,,,
29-May-24,828.4,834.45,819.3,822.65,"1,45,18,232",,,,,,,,
30-May-24,821.4,836,819.3,825.85,"1,78,18,705",,,,,,,,
